sample_id value control batch marker type flagged_batch batch_effect cols
PTLG033_IFNa_LPS_Control_2 2.1732342842116927 IFNa_LPS_Control_2 PTLG033 CD33 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 2.111276524341647 Unstim_Control_1 PTLG033 CD33 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 2.8142046404551255 Unstim_Control_2 PTLG033 CD33 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 1.999156913549072 IFNa_LPS_Control_1 PTLG034 CD33 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 2.1836831977194127 IFNa_LPS_Control_2 PTLG034 CD33 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.104081107748913 Unstim_Control_1 PTLG034 CD33 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 2.7162652878522007 Unstim_Control_2 PTLG034 CD33 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 3.0422353710967185 IFNa_LPS_Control_1 PTLG021 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 3.138348719030515 IFNa_LPS_Control_2 PTLG021 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 2.8486645485415654 Unstim_Control_1 PTLG021 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 2.881538534144639 Unstim_Control_2 PTLG021 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 3.0463663690885694 IFNa_LPS_Control_1 PTLG025 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 3.1258151182398137 IFNa_LPS_Control_2 PTLG025 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 2.832203110772797 Unstim_Control_1 PTLG025 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 2.8407587912815555 Unstim_Control_2 PTLG025 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 3.0808154493457462 IFNa_LPS_Control_1 PTLG026 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 3.0889248063239725 IFNa_LPS_Control_2 PTLG026 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 2.8990280554488597 Unstim_Control_1 PTLG026 MAPKAPK2 +MFI PTLG026 1 #8E000C
PTLG026_Unstim_Control_2 2.923874649373506 Unstim_Control_2 PTLG026 MAPKAPK2 +MFI PTLG026 1 #8E000C
PTLG027_IFNa_LPS_Control_1 3.0556258588541256 IFNa_LPS_Control_1 PTLG027 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 3.0945208557905812 IFNa_LPS_Control_2 PTLG027 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 2.8618189414484587 Unstim_Control_1 PTLG027 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 2.869735245439954 Unstim_Control_2 PTLG027 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 3.085546578296604 IFNa_LPS_Control_1 PTLG028 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 3.151896623028451 IFNa_LPS_Control_2 PTLG028 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 2.8407684786079384 Unstim_Control_1 PTLG028 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 2.8507480879461475 Unstim_Control_2 PTLG028 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 3.0616772133374424 IFNa_LPS_Control_1 PTLG030 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 3.131010697939977 IFNa_LPS_Control_2 PTLG030 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 2.8395219359446844 Unstim_Control_1 PTLG030 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 2.838806318288574 Unstim_Control_2 PTLG030 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 3.0445241854902214 IFNa_LPS_Control_1 PTLG031 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 3.1543648265794033 IFNa_LPS_Control_2 PTLG031 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 2.8951812608277274 Unstim_Control_1 PTLG031 MAPKAPK2 +MFI PTLG031 1 #8E000C
PTLG031_Unstim_Control_2 2.8893412103238427 Unstim_Control_2 PTLG031 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 3.0281959342345726 IFNa_LPS_Control_1 PTLG032 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 3.130019685267972 IFNa_LPS_Control_2 PTLG032 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 2.8530892289576872 Unstim_Control_1 PTLG032 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 2.8542025720846027 Unstim_Control_2 PTLG032 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 3.110231040716822 IFNa_LPS_Control_1 PTLG033 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 3.2146371638559468 IFNa_LPS_Control_2 PTLG033 MAPKAPK2 +MFI PTLG033 1 #8E000C
PTLG033_Unstim_Control_1 2.8428917063478165 Unstim_Control_1 PTLG033 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 2.853285525262515 Unstim_Control_2 PTLG033 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 3.0681655187161687 IFNa_LPS_Control_1 PTLG034 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 3.1898068500156755 IFNa_LPS_Control_2 PTLG034 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.8626974075138616 Unstim_Control_1 PTLG034 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 2.8649842225550888 Unstim_Control_2 PTLG034 MAPKAPK2 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 2.395333263260767 IFNa_LPS_Control_1 PTLG021 Tbet +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 2.4859503608028564 IFNa_LPS_Control_2 PTLG021 Tbet +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 2.3976370287732234 Unstim_Control_1 PTLG021 Tbet +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 2.456358925766641 Unstim_Control_2 PTLG021 Tbet +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 2.362114104033493 IFNa_LPS_Control_1 PTLG025 Tbet +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 2.4382264641374456 IFNa_LPS_Control_2 PTLG025 Tbet +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 2.3672922529013025 Unstim_Control_1 PTLG025 Tbet +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 2.42375140443359 Unstim_Control_2 PTLG025 Tbet +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 2.283478760057056 IFNa_LPS_Control_1 PTLG026 Tbet +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 2.3275088360900957 IFNa_LPS_Control_2 PTLG026 Tbet +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 2.2894116255751196 Unstim_Control_1 PTLG026 Tbet +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 2.3098608681516435 Unstim_Control_2 PTLG026 Tbet +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 2.338708700597434 IFNa_LPS_Control_1 PTLG027 Tbet +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 2.3862206954380856 IFNa_LPS_Control_2 PTLG027 Tbet +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 2.348291141721075 Unstim_Control_1 PTLG027 Tbet +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 2.3582786208591786 Unstim_Control_2 PTLG027 Tbet +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 2.3325744407644935 IFNa_LPS_Control_1 PTLG028 Tbet +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 2.4010728099607155 IFNa_LPS_Control_2 PTLG028 Tbet +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 2.3578008841015077 Unstim_Control_1 PTLG028 Tbet +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 2.40169000282608 Unstim_Control_2 PTLG028 Tbet +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 2.331600177372556 IFNa_LPS_Control_1 PTLG030 Tbet +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 2.367409074456921 IFNa_LPS_Control_2 PTLG030 Tbet +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 2.353528206372757 Unstim_Control_1 PTLG030 Tbet +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 2.377694707492408 Unstim_Control_2 PTLG030 Tbet +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 2.301788908134161 IFNa_LPS_Control_1 PTLG031 Tbet +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 2.3427034477426862 IFNa_LPS_Control_2 PTLG031 Tbet +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 2.2888022699584134 Unstim_Control_1 PTLG031 Tbet +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 2.3272492891886305 Unstim_Control_2 PTLG031 Tbet +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 2.318577034326208 IFNa_LPS_Control_1 PTLG032 Tbet +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 2.3759070049266815 IFNa_LPS_Control_2 PTLG032 Tbet +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 2.3145292965894972 Unstim_Control_1 PTLG032 Tbet +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 2.357229439695706 Unstim_Control_2 PTLG032 Tbet +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 2.412921732213576 IFNa_LPS_Control_1 PTLG033 Tbet +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 2.615702186697054 IFNa_LPS_Control_2 PTLG033 Tbet +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 2.444602406990974 Unstim_Control_1 PTLG033 Tbet +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 2.601839632221378 Unstim_Control_2 PTLG033 Tbet +MFI PTLG033 1 #8E000C
PTLG034_IFNa_LPS_Control_1 2.367171270018397 IFNa_LPS_Control_1 PTLG034 Tbet +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 2.4905845237976516 IFNa_LPS_Control_2 PTLG034 Tbet +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.3805256530305257 Unstim_Control_1 PTLG034 Tbet +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 2.487163564896357 Unstim_Control_2 PTLG034 Tbet +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.5704177295820385 IFNa_LPS_Control_1 PTLG021 FoxP3 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.6119052484871681 IFNa_LPS_Control_2 PTLG021 FoxP3 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.5873867092295324 Unstim_Control_1 PTLG021 FoxP3 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.581176378704523 Unstim_Control_2 PTLG021 FoxP3 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.6291459497133681 IFNa_LPS_Control_1 PTLG025 FoxP3 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.6700119814555873 IFNa_LPS_Control_2 PTLG025 FoxP3 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.6381392812270832 Unstim_Control_1 PTLG025 FoxP3 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.6521533846621276 Unstim_Control_2 PTLG025 FoxP3 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.5831649764839841 IFNa_LPS_Control_1 PTLG026 FoxP3 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.6234543447021912 IFNa_LPS_Control_2 PTLG026 FoxP3 +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.6028716261982099 Unstim_Control_1 PTLG026 FoxP3 +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.6321336671603915 Unstim_Control_2 PTLG026 FoxP3 +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.5675045919746853 IFNa_LPS_Control_1 PTLG027 FoxP3 +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.6197728926280903 IFNa_LPS_Control_2 PTLG027 FoxP3 +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.5853243657030411 Unstim_Control_1 PTLG027 FoxP3 +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.6036696848958711 Unstim_Control_2 PTLG027 FoxP3 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.6883485925726285 IFNa_LPS_Control_1 PTLG028 FoxP3 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.7483564406713601 IFNa_LPS_Control_2 PTLG028 FoxP3 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.7375941095775129 Unstim_Control_1 PTLG028 FoxP3 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.7501733220968317 Unstim_Control_2 PTLG028 FoxP3 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.663022422007085 IFNa_LPS_Control_1 PTLG030 FoxP3 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.7165130193476621 IFNa_LPS_Control_2 PTLG030 FoxP3 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.695539755690486 Unstim_Control_1 PTLG030 FoxP3 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.7164369337672224 Unstim_Control_2 PTLG030 FoxP3 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.7042231457663274 IFNa_LPS_Control_1 PTLG031 FoxP3 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.8100621989048971 IFNa_LPS_Control_2 PTLG031 FoxP3 +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.743820150953664 Unstim_Control_1 PTLG031 FoxP3 +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.7680406834887594 Unstim_Control_2 PTLG031 FoxP3 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.6876104395429269 IFNa_LPS_Control_1 PTLG032 FoxP3 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.7680117030242701 IFNa_LPS_Control_2 PTLG032 FoxP3 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.7008168740962649 Unstim_Control_1 PTLG032 FoxP3 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.7352298146617234 Unstim_Control_2 PTLG032 FoxP3 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.6974875997458079 IFNa_LPS_Control_1 PTLG033 FoxP3 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.7360424788843768 IFNa_LPS_Control_2 PTLG033 FoxP3 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.6921358646879354 Unstim_Control_1 PTLG033 FoxP3 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.7436381503587135 Unstim_Control_2 PTLG033 FoxP3 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.6644402107407459 IFNa_LPS_Control_1 PTLG034 FoxP3 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.7436406648561334 IFNa_LPS_Control_2 PTLG034 FoxP3 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.6675207554410731 Unstim_Control_1 PTLG034 FoxP3 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.7126503019668473 Unstim_Control_2 PTLG034 FoxP3 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.7807246109294503 IFNa_LPS_Control_1 PTLG021 IkB +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.7729749094496445 IFNa_LPS_Control_2 PTLG021 IkB +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.7230492535349622 Unstim_Control_1 PTLG021 IkB +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.7229621424203189 Unstim_Control_2 PTLG021 IkB +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.8037481956427519 IFNa_LPS_Control_1 PTLG025 IkB +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.7980102284090801 IFNa_LPS_Control_2 PTLG025 IkB +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.7379873851220565 Unstim_Control_1 PTLG025 IkB +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.7336945255331935 Unstim_Control_2 PTLG025 IkB +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.6755291455430515 IFNa_LPS_Control_1 PTLG026 IkB +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.6715463015451741 IFNa_LPS_Control_2 PTLG026 IkB +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.6437369114486257 Unstim_Control_1 PTLG026 IkB +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.6469411551500035 Unstim_Control_2 PTLG026 IkB +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.7050723512556685 IFNa_LPS_Control_1 PTLG027 IkB +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.7141571556539164 IFNa_LPS_Control_2 PTLG027 IkB +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.6665835862307485 Unstim_Control_1 PTLG027 IkB +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.6728913857532407 Unstim_Control_2 PTLG027 IkB +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.7730946295080713 IFNa_LPS_Control_1 PTLG028 IkB +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.7725303870025739 IFNa_LPS_Control_2 PTLG028 IkB +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.7563483672759408 Unstim_Control_1 PTLG028 IkB +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.7433628541325527 Unstim_Control_2 PTLG028 IkB +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.7858543220744237 IFNa_LPS_Control_1 PTLG030 IkB +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.7823337029923613 IFNa_LPS_Control_2 PTLG030 IkB +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.755295540201567 Unstim_Control_1 PTLG030 IkB +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.7455443833322133 Unstim_Control_2 PTLG030 IkB +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.7042899305148914 IFNa_LPS_Control_1 PTLG031 IkB +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.7189491088699326 IFNa_LPS_Control_2 PTLG031 IkB +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.694736235594684 Unstim_Control_1 PTLG031 IkB +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.6904036080944431 Unstim_Control_2 PTLG031 IkB +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.7266266533552517 IFNa_LPS_Control_1 PTLG032 IkB +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.7590600251996179 IFNa_LPS_Control_2 PTLG032 IkB +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.7133861077199783 Unstim_Control_1 PTLG032 IkB +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.7096671657973013 Unstim_Control_2 PTLG032 IkB +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.9438558489546465 IFNa_LPS_Control_1 PTLG033 IkB +MFI PTLG033 1 #8E000C
PTLG033_IFNa_LPS_Control_2 0.9099683371993305 IFNa_LPS_Control_2 PTLG033 IkB +MFI PTLG033 1 #8E000C
PTLG033_Unstim_Control_1 0.8624883398085641 Unstim_Control_1 PTLG033 IkB +MFI PTLG033 1 #8E000C
PTLG033_Unstim_Control_2 0.8352575135812068 Unstim_Control_2 PTLG033 IkB +MFI PTLG033 1 #8E000C
PTLG034_IFNa_LPS_Control_1 0.8868222271199044 IFNa_LPS_Control_1 PTLG034 IkB +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.9010789053086519 IFNa_LPS_Control_2 PTLG034 IkB +MFI PTLG034 1 #8E000C
PTLG034_Unstim_Control_1 0.8542905796750155 Unstim_Control_1 PTLG034 IkB +MFI PTLG034 1 #8E000C
PTLG034_Unstim_Control_2 0.8421986268542649 Unstim_Control_2 PTLG034 IkB +MFI PTLG034 1 #8E000C
PTLG021_IFNa_LPS_Control_1 2.931781267302914 IFNa_LPS_Control_1 PTLG021 CD16 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 2.7521011880473236 IFNa_LPS_Control_2 PTLG021 CD16 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 3.090638335046254 Unstim_Control_1 PTLG021 CD16 +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 2.9665668867995367 Unstim_Control_2 PTLG021 CD16 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 2.825810543007008 IFNa_LPS_Control_1 PTLG025 CD16 +MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 2.6602118448989893 IFNa_LPS_Control_2 PTLG025 CD16 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 2.962878459523338 Unstim_Control_1 PTLG025 CD16 +MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 2.8381802086452437 Unstim_Control_2 PTLG025 CD16 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 3.120300717398755 IFNa_LPS_Control_1 PTLG026 CD16 +MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 3.086526762689611 IFNa_LPS_Control_2 PTLG026 CD16 +MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 3.3311856074039325 Unstim_Control_1 PTLG026 CD16 +MFI PTLG026 1 #8E000C
PTLG026_Unstim_Control_2 3.307509988899629 Unstim_Control_2 PTLG026 CD16 +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 3.175962515514119 IFNa_LPS_Control_1 PTLG027 CD16 +MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 3.1226970603712796 IFNa_LPS_Control_2 PTLG027 CD16 +MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 3.380783409470201 Unstim_Control_1 PTLG027 CD16 +MFI PTLG027 1 #8E000C
PTLG027_Unstim_Control_2 3.3432372136873454 Unstim_Control_2 PTLG027 CD16 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 3.05530398456718 IFNa_LPS_Control_1 PTLG028 CD16 +MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 2.715768823401954 IFNa_LPS_Control_2 PTLG028 CD16 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 2.964839755073708 Unstim_Control_1 PTLG028 CD16 +MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 2.6844755804851257 Unstim_Control_2 PTLG028 CD16 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 3.153401853051899 IFNa_LPS_Control_1 PTLG030 CD16 +MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 2.8641013252772076 IFNa_LPS_Control_2 PTLG030 CD16 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 3.0453746074961106 Unstim_Control_1 PTLG030 CD16 +MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 2.8348496817102364 Unstim_Control_2 PTLG030 CD16 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 3.062112286907575 IFNa_LPS_Control_1 PTLG031 CD16 +MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 2.862639342134711 IFNa_LPS_Control_2 PTLG031 CD16 +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 3.1103800469826655 Unstim_Control_1 PTLG031 CD16 +MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 3.032177193316279 Unstim_Control_2 PTLG031 CD16 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 3.0436128559607365 IFNa_LPS_Control_1 PTLG032 CD16 +MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 2.806112202622111 IFNa_LPS_Control_2 PTLG032 CD16 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 3.1018234634785053 Unstim_Control_1 PTLG032 CD16 +MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 3.0377315606613196 Unstim_Control_2 PTLG032 CD16 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 2.954255343013675 IFNa_LPS_Control_1 PTLG033 CD16 +MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 2.4220763377178813 IFNa_LPS_Control_2 PTLG033 CD16 +MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 2.6072345485284814 Unstim_Control_1 PTLG033 CD16 +MFI PTLG033 1 #8E000C
PTLG033_Unstim_Control_2 2.4024488288492627 Unstim_Control_2 PTLG033 CD16 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 2.9258677198100953 IFNa_LPS_Control_1 PTLG034 CD16 +MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 2.418162781823808 IFNa_LPS_Control_2 PTLG034 CD16 +MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.584333593974347 Unstim_Control_1 PTLG034 CD16 +MFI PTLG034 1 #8E000C
PTLG034_Unstim_Control_2 2.3852924396532447 Unstim_Control_2 PTLG034 CD16 +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 1.235455638701707 IFNa_LPS_Control_1 PTLG021 NFkB +MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 1.3165906226033082 IFNa_LPS_Control_2 PTLG021 NFkB +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 1.2322939048339943 Unstim_Control_1 PTLG021 NFkB +MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 1.2595684956540605 Unstim_Control_2 PTLG021 NFkB +MFI none 0 #AEAEAE
